ブロマイド	溴化物
おしとやか関係進展１３	端庄的关系进展13
おしとやか関係進展１４	端庄的关系进展14
おしとやかで色気のあるお姉さんメイドを	把既端庄又性感的姐姐女仆
おしとやかメイン１	端庄主要事件1
おしとやかメイン２	端庄主要事件2
おしとやかメイン３	端庄主要事件3
おしとやかメイン４	端庄主要事件4
おしとやかメイン５	端庄主要事件5
おしとやかNTR０	端庄NTR 0
無垢NTR＿３月	单纯NTR 3月
真面目NTR＿３月	认真NTR 3月
凜デレNTR＿３月	可靠NTR 3月
※長めの間奏　（開始１９秒くらい）	※稍长的间奏（开始19秒左右）
あなたにとどかないたどりつけない	到达不了你的终点
すてらはベースが一番カッコイイ	穿着的时候贝司最帅
おもいはくりかえすの	回想起来
いつかはかがやく	总有一天会实现愿望
みらい～を	开辟未来
しん～じ～て～	认真地
※ギターとその他	※吉他和其他
あいたいとねがうほどに	爱得死去活来
どこにもいけなくて	哪里都去不了
こころをみだす	扰乱心神
よるのしずけさ	黄昏
わたしとあなたじゃちがう	我和你不一样
あすをまつじかんの	等到明天
そのスピードは	那个速度是
えいえんといっしゅんなの	嗯，是一个意思
あまく　はげしい	甜得厉害
こいの　らせんのなか	在这螺旋之中
にどと　ぬけだせないのならば	如果无论如何都无法摆脱的话
よりふかく	更加深
おもいがうまれちっていく	思念渐渐产生
みあげればかなたにさいた	仰面朝天就收获了
ほしのように	像星星一样
たとえわからないとしってても	即使知道不知道
わたしはくりかえすの	我重复着
あなたのなまえを	你的名字
いとしく	可爱，可爱
よぶ～か～ら～	好～好～
※ギターとその他（わりと長い）	※吉他和其他（比较长）
リドルジョーカーコラボカフェ	德州扑克合作咖啡店
クロシェット	克洛舍特
ボカコレ	波卡这个
わんこ	碗
【GP-02】プロポーズ＿ふわふわ妹	【GP-02】求婚_软萌的妹妹
キスの日ポーズ1	接吻日姿势1
キスの日ポーズ2	接吻日姿势2
Hイベント	Ｈ事件
純真＿純愛１	纯真_纯爱1
純真＿純愛２	纯真_纯爱2
純真＿純愛３	纯真_纯爱3
純真＿純愛４	纯真_纯爱4
純真＿警戒１	纯真_警戒1
純真＿警戒２	纯真_警戒2
純真＿警戒３	纯真_警戒3
純真＿警戒→お近づき	纯真警戒→接近
純真＿恋人→恋人＋	纯真恋人→恋人+
純真＿恋人＋１	纯真_恋人+1
純真＿恋人＋２	纯真_恋人+2
純真＿恋人＋３	纯真_恋人+3
純真＿恋人＋４	纯真_恋人+4
純真＿恋人＋５	纯真_恋人+5
純真＿デート１	纯真_约会1
純真＿デート２	纯真_约会2
【charaevent009】無垢・純愛	【charaevent 009】单纯・纯爱
【charaevent009】真面目・純愛	【charaevent 009】认真・纯爱
【charaevent009】凜デレ・純愛	【charaevent 009】可靠・纯爱
予約特典2	预约优惠2
メイド達の即興劇	女仆们的即兴剧场
私だけの歌	我专属的歌曲
問題は作詞ですよね……	问题就剩下作词了吧……
みんなでショッピング！	大家一起去Shopping！
酔いどれメイド地獄	女仆的烂醉地狱
最後のフレーズ	起、承、转、「合」
かき氷（イチゴ）	刨冰（草莓）
スナックプレート	快餐盘
冒険者の酒場	冒险者的酒馆
冒険者の酒場＿第一話	冒险者的酒馆＿第一話
冒険者の酒場＿第二話	冒险者的酒馆＿第二話
冒険者の酒場＿第三話	冒险者的酒馆＿第三話
冒険者の酒場経営チェック～前編～	冒险者酒场经营评定～前篇～
冒険者の酒場経営チェック～後編～	冒险者酒场经营评定～后篇～
カラオケルーム	卡拉OK房间
カラオケテーブル	卡拉OK桌子
オムライス・プレーン	蛋包饭平面
オムライス・大好き（はぁと）	最喜欢蛋包饭了（哈哈）
オムライス・えっち	蛋包饭
オムライス・しょぼーん	蛋包饭
オムライス・くすくす	蛋包饭药
オムライス・おっぱい成人	蛋包饭・乳房成人
フライドポテト1本	一碗炸土豆
パフェスプーン	冻糕汤匙
ケチャップ	番茄酱
ビールグラス	啤酒杯
カラオケマイク	卡拉OK话筒
無口追加DLC・純愛１	沉默追加DLC・纯爱1
無口追加DLC・純愛２	沉默追加DLC・纯爱2
無口追加DLC・純愛３	沉默追加DLC・纯爱3
無口追加DLC・純愛４	沉默追加DLC・纯爱4
無口追加DLC・NTR１	沉默追加DLC・NTR 1
無口追加DLC・NTR２	沉默追加DLC・NTR 2
無口追加DLC・NTR３	沉默追加DLC・NTR 3
無口追加DLC・NTR４	沉默追加DLC・NTR 4
孕ませメイド	受孕女仆
従順犬メイド	听话的狗女仆
熟練ソープメイド	泡泡女仆·熟练
邪淫奉仕メイド	淫荡服务女仆
主従逆転メイド	主从逆转女仆
優秀な彼女の悩み	优秀如她的烦恼
メイド母に癒されて	女仆妈妈的疗愈
メイド秘書・NTR1	女仆秘书・NTR 1
メイド秘書・NTR2	女仆秘书・NTR 2
メイド秘書・NTR3	女仆秘书・NTR 3
メイド秘書・NTR4	女仆秘书・NTR 4
メイド秘書・NPC	女仆秘书・NPC
メイド秘書関係進展001	女仆秘书关系进展001
メイド秘書関係進展002	女仆秘书关系进展002
メイド秘書関係進展003	女仆秘书关系进展003
メイド秘書関係進展004	女仆秘书关系进展004
メイド秘書関係進展005	女仆秘书关系进展005
メイド秘書関係進展006	女仆秘书关系进展006
メイド秘書関係進展007	女仆秘书关系进展007
メイド秘書関係進展008	女仆秘书关系进展008
メイド秘書関係進展009	女仆秘书关系进展009
メイド秘書関係進展010	女仆秘书关系进展010
メイド秘書関係進展011	女仆秘书关系进展011
メイド秘書関係進展012	女仆秘书关系进展012
メイド秘書関係進展013	女仆秘书关系进展013
メイド秘書関係進展014	女仆秘书关系进展014
大人の余裕を持つ、頼れるメイド秘書を	拥有大人的余裕，可以信赖的女仆秘书
メイド秘書メインシナリオ001	女仆秘书主事件001
メイド秘書メインシナリオ002	女仆秘书主事件002
メイド秘書メインシナリオ003	女仆秘书主事件003
メイド秘書メインシナリオ004	女仆秘书主事件004
メイド秘書メインシナリオ005	女仆秘书主事件005
メイド秘書NTR001	女仆秘书NTR 001
メイド秘書NTR002	女仆秘书NTR 002
メイド秘書NTR003	女仆秘书NTR 003
メイド秘書NTR004	女仆秘书NTR 004
メイド秘書NTR005	女仆秘书NTR 005
NPCメイド秘書雇用	雇佣NPC女仆秘书
NPCメイド秘書関係進展001	NPC女仆秘书关系进展001
NPCメイド秘書関係進展002	NPC女仆秘书关系进展002
NPCメイド秘書関係進展003	NPC女仆秘书关系进展003
NPCメイド秘書コミュ001	NPC女仆秘书交流001
NPCメイド秘書コミュ002	NPC女仆秘书交流002
NPCメイド秘書コミュ003	NPC女仆秘书交流003
NPCメイド秘書コミュ004	NPC女仆秘书交流004
NPCメイド秘書コミュ005	NPC女仆秘书交流005
ヤンデレイベント0	病娇事件0
ヤンデレイベント1	病娇事件1
ヤンデレイベント2	病娇事件2
ヤンデレイベント3	病娇事件3
ヤンデレイベント4	病娇事件4
ヤンデレイベント5	病娇事件5
燃えるような　恋はNight Magic	燃烧般的恋爱是Night Magic
夜空赤く照らすの	夜空照耀得通红
I can make it fire　あつく心	I can make it fire炽热的心
ゆらゆらあなたと踊り続けましょう my love	让我们继续与你舞动吧my love
夜が明けるまで	直到天亮
見つめないで　そんなにされちゃどうにかなる	别盯着我那样做总会有办法的
もうこれ以上『好き』を煽ってどうするの？	再煽动“喜欢”又怎么办？
手を取り合い　互いの鼓動確かめたら	互相牵着手确认彼此的心跳
今夜はきっと眠らせない　そうよ覚悟して	今晚一定不会让你睡的，做好觉悟吧
もしも私以外の女(ひと)	如果我以外的女人
気にしてたとしてもかならず振り向かせるわ	就算在意也一定会让你回头
ゆらゆらあなたと導火して	与你一起摇曳的导火索
まぶしいステージ　色づくSpot Light	染上耀眼舞台色彩的Spot Light
跳ねて光る想いが	跳跃着发光的思念
Show me naked feeling　リズムに乗って	乘着Show me naked feeling的节奏
夢中になるくらい踊り続けましょう my love	让我们继续跳舞吧my love
夜を飛び越えて	跨越黑夜
あなたと一緒に踊り続けましょう	和你一起继续跳舞吧
つんたか	淳君
こーい	好厉害
ふぃー	呼—
のーー	的——
とーー	和——
ふあー	呼——
すぽっ	寿司
らいっ	らいっ
しょー	しょ
こーーー	こ——
てーー	て
キック音	踢球声
すてー	滑头
ライッ	灯光
ショウ	显示
クーデレ純愛１	冷漠少女纯爱1
クーデレ純愛２	冷漠少女纯爱2
クーデレ純愛３	冷漠少女纯爱3
クーデレ純愛４	冷漠少女纯爱4
クーデレNTR１	冷漠少女NTR 1
クーデレNTR２	冷漠少女NTR 2
クーデレNTR３	冷漠少女NTR 3
クーデレNTR４	冷漠少女NTR 4
クーデレ関係進展＿警戒１	冷漠少女关系进展_警戒1
クーデレ関係進展＿警戒２	冷漠少女关系进展_警戒2
クーデレ関係進展＿警戒３	冷漠少女关系进展_警戒3
クーデレ関係進展＿警戒→お近づき	冷漠少女进展_警戒→接近
クーデレ関係進展＿恋人→恋人+	冷漠少女进展_恋人→恋人+
クーデレ関係進展＿恋人+１	冷漠少女进展_恋人+1
クーデレ関係進展＿恋人+２	冷漠少女进展_恋人+2
クーデレ関係進展＿恋人+３	冷漠少女进展_恋人+3
クーデレ関係進展＿恋人+４	冷漠少女进展_恋人+4
クーデレ関係進展＿恋人+５	冷漠少女进展_恋人+5
クーデレNOM0030アフター＿デートイベント１	下班后和冷漠少女约会事件1
クーデレNOM0030アフター＿デートイベント２	下班后和冷漠少女约会事件2
メスガキメイド	冷漠女仆
わがままメイド	任性女仆
退行メイド	回归女仆
ハードスワップメイド	交换女仆·激情
おもらしわんちゃんメイド	撒尿小狗女仆
わたしはオトナだもん	人家也是个大人了啦
いもうとはペット？	宠物妹妹？
ふわふわ妹NTR1	软萌的妹妹NTR1
ふわふわ妹NTR2	软萌的妹妹NTR2
ふわふわ妹NTR3	软萌的妹妹NTR3
ふわふわ妹NTR4	软萌的妹妹NTR4
ふわふわ妹関係進展１	软萌的妹妹关系进展1
ふわふわ妹関係進展２	软萌的妹妹关系进展2
ふわふわ妹関係進展３	软萌的妹妹关系进展3
ふわふわ妹関係進展４	软萌的妹妹关系进展4
ふわふわ妹関係進展５	软萌的妹妹关系进展5
ふわふわ妹関係進展６	软萌的妹妹关系进展6
ふわふわ妹関係進展７	软萌的妹妹关系进展7
ふわふわ妹関係進展８	软萌的妹妹关系进展8
ふわふわ妹関係進展９	软萌的妹妹关系进展9
ふわふわ妹関係進展１０	软萌的妹妹关系进展10
ふわふわ妹関係進展１１	软萌的妹妹关系进展11
ふわふわ妹関係進展１２	软萌的妹妹关系进展12
ふわふわ妹関係進展１３	软萌的妹妹关系进展13
ふわふわ妹関係進展１４	软萌的妹妹关系进展14
頼れるふわふわ妹を	可以依靠、软萌的妹妹
ふわふわ妹メイン１	软萌的妹妹主事件1
ふわふわ妹メイン２	软萌的妹妹主事件2
ふわふわ妹メイン３	软萌的妹妹主事件3
ふわふわ妹メイン４	软萌的妹妹主事件4
ふわふわ妹メイン５	软萌的妹妹主事件5
ふわふわ妹NTR導入１	软萌的妹妹NTR导入1
ふわふわ妹NTR導入２	软萌的妹妹NTR导入2
ふわふわ妹NTR導入３	软萌的妹妹NTR导入3
ふわふわ妹NTR導入４	软萌的妹妹NTR导入4
ランス10コラボカフェ	兰斯10合作咖啡厅
ランス10・ハニー・赤	兰斯10·约翰尼·红色
ランス10・ハニー・青	兰斯10·约翰尼·蓝
